index,Tanggal,Musim,Tahun,Bulan,Hari,Libur,Kerja,Cuaca,Suhu,Suhu_Terasa,Kategori_Suhu_Terasa,Kelembapan,Kategori_Kelembapan,Kecepatan_Angin,Kategori_Angin,Non_member,Member,Total
15,2011-01-15,Musim Dingin,2011,Januari,Sabtu,Tidak,Tidak,Kabut/Berawan,9.566653,12.4056,Dingin,49.875,Nyaman,10.583521,Sepoi Sepoi,222,1026,1248
16,2011-01-16,Musim Dingin,2011,Januari,Minggu,Tidak,Tidak,Cerah/Berawan,9.498347,11.71085,Dingin,48.375,Nyaman,12.625010999999999,Sepoi Sepoi,251,953,1204
17,2011-01-17,Musim Dingin,2011,Januari,Senin,Ya,Tidak,Kabut/Berawan,7.209153,8.838550000000001,Dingin,53.75,Nyaman,12.999139,Sepoi Sepoi,117,883,1000
18,2011-01-18,Musim Dingin,2011,Januari,Selasa,Tidak,Ya,Kabut/Berawan,8.883347,11.61665,Dingin,86.16669999999999,Ekstrem Lembap,9.833924999999999,Tenang,9,674,683
19,2011-01-19,Musim Dingin,2011,Januari,Rabu,Tidak,Ya,Kabut/Berawan,11.979134,14.921100000000001,Dingin,74.1739,Lembap,13.957239,Sepoi Sepoi,78,1572,1650
20,2011-01-20,Musim Dingin,2011,Januari,Kamis,Tidak,Ya,Kabut/Berawan,10.728347,12.7525,Dingin,53.833299999999994,Nyaman,13.125568,Sepoi Sepoi,83,1844,1927
21,2011-01-21,Musim Dingin,2011,Januari,Jumat,Tidak,Ya,Cerah/Berawan,7.2775,7.89165,Dingin,45.7083,Nyaman,23.667214,Sedang,75,1468,1543
22,2011-01-22,Musim Dingin,2011,Januari,Sabtu,Tidak,Tidak,Cerah/Berawan,2.4243464,3.9534800000000003,Sangat Dingin,40.0,Kering,11.52199,Sepoi Sepoi,93,888,981
23,2011-01-23,Musim Dingin,2011,Januari,Minggu,Tidak,Tidak,Cerah/Berawan,3.9573897000000002,4.941955,Sangat Dingin,43.6522,Nyaman,16.5222,Sepoi Sepoi,150,836,986
24,2011-01-24,Musim Dingin,2011,Januari,Senin,Tidak,Ya,Cerah/Berawan,3.9930433,5.8965,Dingin,49.173899999999996,Nyaman,10.60811,Sepoi Sepoi,86,1330,1416
25,2011-01-25,Musim Dingin,2011,Januari,Selasa,Tidak,Ya,Kabut/Berawan,9.162598000000001,11.7263,Dingin,61.695699999999995,Lembap,8.696332,Tenang,186,1799,1985
26,2011-01-26,Musim Dingin,2011,Januari,Rabu,Tidak,Ya,Hujan/Salju Ringan,8.9175,10.18,Dingin,86.25,Ekstrem Lembap,19.68795,Sepoi Sepoi,34,472,506
27,2011-01-27,Musim Dingin,2011,Januari,Kamis,Tidak,Ya,Cerah/Berawan,7.995,10.985,Dingin,68.75,Lembap,7.627078999999999,Tenang,15,416,431
28,2011-01-28,Musim Dingin,2011,Januari,Jumat,Tidak,Ya,Kabut/Berawan,8.342597999999999,11.165849999999999,Dingin,79.30430000000001,Sangat Lembap,8.2611,Tenang,38,1129,1167
29,2011-01-29,Musim Dingin,2011,Januari,Sabtu,Tidak,Tidak,Cerah/Berawan,8.057402,10.606300000000001,Dingin,65.17389999999999,Lembap,9.739455,Tenang,123,975,1098
30,2011-01-30,Musim Dingin,2011,Januari,Minggu,Tidak,Tidak,Cerah/Berawan,8.877402,12.5161,Dingin,72.2174,Lembap,4.956834199999999,Tenang,140,956,1096
31,2011-01-31,Musim Dingin,2011,Januari,Senin,Tidak,Ya,Kabut/Berawan,7.414153,9.3125,Dingin,60.375,Lembap,12.541864,Sepoi Sepoi,42,1459,1501
32,2011-02-01,Musim Dingin,2011,Februari,Selasa,Tidak,Ya,Kabut/Berawan,7.8791340000000005,11.7265,Dingin,82.9565,Sangat Lembap,3.565271,Tenang,47,1313,1360
33,2011-02-02,Musim Dingin,2011,Februari,Rabu,Tidak,Ya,Kabut/Berawan,10.66,12.72085,Dingin,77.5417,Sangat Lembap,17.708636,Sepoi Sepoi,72,1454,1526
34,2011-02-03,Musim Dingin,2011,Februari,Kamis,Tidak,Ya,Cerah/Berawan,7.665237,8.8939,Dingin,43.7826,Nyaman,18.609384,Sepoi Sepoi,61,1489,1550
35,2011-02-04,Musim Dingin,2011,Februari,Jumat,Tidak,Ya,Kabut/Berawan,8.663464,11.429350000000001,Dingin,58.521699999999996,Nyaman,8.565213,Tenang,88,1620,1708
36,2011-02-05,Musim Dingin,2011,Februari,Sabtu,Tidak,Tidak,Kabut/Berawan,9.566653,12.152899999999999,Dingin,92.91669999999999,Ekstrem Lembap,10.792293,Sepoi Sepoi,100,905,1005
37,2011-02-06,Musim Dingin,2011,Februari,Minggu,Tidak,Tidak,Cerah/Berawan,11.719153,14.58355,Dingin,56.833299999999994,Nyaman,9.5006,Tenang,354,1269,1623
38,2011-02-07,Musim Dingin,2011,Februari,Senin,Tidak,Ya,Cerah/Berawan,11.138347,15.1829,Nyaman,73.83330000000001,Lembap,3.0423561,Tenang,120,1592,1712
39,2011-02-08,Musim Dingin,2011,Februari,Selasa,Tidak,Ya,Cerah/Berawan,9.054153,9.9123,Dingin,53.7917,Nyaman,24.25065,Sedang,64,1466,1530
40,2011-02-09,Musim Dingin,2011,Februari,Rabu,Tidak,Ya,Kabut/Berawan,5.526102999999999,7.21415,Dingin,49.4783,Nyaman,12.652213,Sepoi Sepoi,53,1552,1605
41,2011-02-10,Musim Dingin,2011,Februari,Kamis,Tidak,Ya,Cerah/Berawan,5.918268,7.477399999999999,Dingin,43.7391,Nyaman,14.869645,Sepoi Sepoi,47,1491,1538
42,2011-02-11,Musim Dingin,2011,Februari,Jumat,Tidak,Ya,Cerah/Berawan,7.752731000000001,10.67545,Dingin,50.6364,Nyaman,7.272849999999999,Tenang,149,1597,1746
43,2011-02-12,Musim Dingin,2011,Februari,Sabtu,Tidak,Tidak,Cerah/Berawan,9.1225,11.6477,Dingin,54.4167,Nyaman,13.625589,Sepoi Sepoi,288,1184,1472
44,2011-02-13,Musim Dingin,2011,Februari,Minggu,Tidak,Tidak,Cerah/Berawan,12.977402000000001,16.20565,Nyaman,45.7391,Nyaman,17.479160999999998,Sepoi Sepoi,397,1192,1589
45,2011-02-14,Musim Dingin,2011,Februari,Senin,Tidak,Ya,Cerah/Berawan,17.015,19.9175,Nyaman,37.583299999999994,Kering,27.999836,Sedang,208,1705,1913
46,2011-02-15,Musim Dingin,2011,Februari,Selasa,Tidak,Ya,Cerah/Berawan,10.909567000000001,12.7137,Dingin,31.434800000000003,Kering,19.522058,Sepoi Sepoi,140,1675,1815
47,2011-02-16,Musim Dingin,2011,Februari,Rabu,Tidak,Ya,Cerah/Berawan,13.048701000000001,15.809999999999999,Nyaman,42.3478,Nyaman,16.869996999999998,Sepoi Sepoi,218,1897,2115
48,2011-02-17,Musim Dingin,2011,Februari,Kamis,Tidak,Ya,Cerah/Berawan,17.869153,21.4329,Nyaman,50.5,Nyaman,15.416968,Sepoi Sepoi,259,2216,2475
49,2011-02-18,Musim Dingin,2011,Februari,Jumat,Tidak,Ya,Cerah/Berawan,21.388347,25.599149999999998,Hangat,51.6667,Nyaman,17.749975000000003,Sepoi Sepoi,579,2348,2927
50,2011-02-19,Musim Dingin,2011,Februari,Sabtu,Tidak,Tidak,Cerah/Berawan,16.365847,19.5702,Nyaman,83.58330000000001,Sangat Lembap,34.000021,Sedang,532,1103,1635
51,2011-02-20,Musim Dingin,2011,Februari,Minggu,Tidak,Tidak,Cerah/Berawan,11.693897,13.8665,Dingin,40.7826,Nyaman,14.956745,Sepoi Sepoi,639,1173,1812
52,2011-02-21,Musim Dingin,2011,Februari,Senin,Ya,Tidak,Kabut/Berawan,12.436653000000002,14.203750000000001,Dingin,60.5,Lembap,20.625682,Sedang,195,912,1107
53,2011-02-22,Musim Dingin,2011,Februari,Selasa,Tidak,Ya,Cerah/Berawan,7.471102,9.30165,Dingin,57.7778,Nyaman,13.110761,Sepoi Sepoi,74,1376,1450
54,2011-02-23,Musim Dingin,2011,Februari,Rabu,Tidak,Ya,Cerah/Berawan,9.091299,12.28585,Dingin,42.3043,Nyaman,6.3055710000000005,Tenang,139,1778,1917
55,2011-02-24,Musim Dingin,2011,Februari,Kamis,Tidak,Ya,Kabut/Berawan,12.121732000000002,14.459549999999998,Dingin,69.7391,Lembap,16.783231999999998,Sepoi Sepoi,100,1707,1807
56,2011-02-25,Musim Dingin,2011,Februari,Jumat,Tidak,Ya,Kabut/Berawan,14.938268,17.52305,Nyaman,71.2174,Lembap,23.218113,Sedang,120,1341,1461
57,2011-02-26,Musim Dingin,2011,Februari,Sabtu,Tidak,Tidak,Cerah/Berawan,11.5825,14.1096,Dingin,53.7917,Nyaman,12.500257,Sepoi Sepoi,424,1545,1969
58,2011-02-27,Musim Dingin,2011,Februari,Minggu,Tidak,Tidak,Cerah/Berawan,14.082598,17.55545,Nyaman,68.0,Lembap,8.391615999999999,Tenang,694,1708,2402
59,2011-02-28,Musim Dingin,2011,Februari,Senin,Tidak,Ya,Kabut/Berawan,16.698193,20.005899999999997,Nyaman,87.63640000000001,Ekstrem Lembap,19.408962,Sepoi Sepoi,81,1365,1446
60,2011-03-01,Musim Semi,2011,Maret,Selasa,Tidak,Ya,Cerah/Berawan,10.933347,13.19395,Dingin,53.5,Nyaman,14.500475,Sepoi Sepoi,137,1714,1851
61,2011-03-02,Musim Semi,2011,Maret,Rabu,Tidak,Ya,Cerah/Berawan,13.735000000000001,16.00355,Nyaman,44.9583,Nyaman,20.624811,Sedang,231,1903,2134
62,2011-03-03,Musim Semi,2011,Maret,Kamis,Tidak,Ya,Cerah/Berawan,8.131653,10.00665,Dingin,31.833299999999998,Kering,15.125518000000001,Sepoi Sepoi,123,1562,1685
63,2011-03-04,Musim Semi,2011,Maret,Jumat,Tidak,Ya,Kabut/Berawan,10.728347,12.783949999999999,Dingin,61.0417,Lembap,13.624182,Sepoi Sepoi,214,1730,1944
64,2011-03-05,Musim Semi,2011,Maret,Sabtu,Tidak,Tidak,Kabut/Berawan,15.750846999999998,18.93895,Nyaman,78.91669999999999,Sangat Lembap,16.875357,Sepoi Sepoi,640,1437,2077
65,2011-03-06,Musim Semi,2011,Maret,Minggu,Tidak,Tidak,Kabut/Berawan,15.437402,18.3126,Nyaman,94.8261,Ekstrem Lembap,23.000229,Sedang,114,491,605
66,2011-03-07,Musim Semi,2011,Maret,Senin,Tidak,Ya,Cerah/Berawan,10.731299,11.92305,Dingin,55.1304,Nyaman,22.870584,Sedang,244,1628,1872
67,2011-03-08,Musim Semi,2011,Maret,Selasa,Tidak,Ya,Cerah/Berawan,11.9925,15.120000000000001,Nyaman,42.0833,Nyaman,8.083549999999999,Tenang,316,1817,2133
68,2011-03-09,Musim Semi,2011,Maret,Rabu,Tidak,Ya,Kabut/Berawan,12.129153,14.3304,Dingin,77.5417,Sangat Lembap,14.750050000000002,Sepoi Sepoi,191,1700,1891
69,2011-03-10,Musim Semi,2011,Maret,Kamis,Tidak,Ya,Hujan/Salju Ringan,15.952731,19.2834,Nyaman,71.2491,Lembap,17.545759,Sepoi Sepoi,46,577,623
70,2011-03-11,Musim Semi,2011,Maret,Jumat,Tidak,Ya,Kabut/Berawan,12.977402000000001,15.25,Nyaman,64.95649999999999,Lembap,15.60899,Sepoi Sepoi,247,1730,1977
71,2011-03-12,Musim Semi,2011,Maret,Sabtu,Tidak,Tidak,Cerah/Berawan,13.495847,16.287499999999998,Nyaman,59.458299999999994,Nyaman,14.791924999999999,Sepoi Sepoi,724,1408,2132
72,2011-03-13,Musim Semi,2011,Maret,Minggu,Tidak,Tidak,Cerah/Berawan,15.758268000000001,19.004550000000002,Nyaman,52.73910000000001,Nyaman,18.130468,Sepoi Sepoi,982,1435,2417
73,2011-03-14,Musim Semi,2011,Maret,Senin,Tidak,Ya,Cerah/Berawan,13.333896999999999,16.6,Nyaman,49.695699999999995,Nyaman,9.174042,Tenang,359,1687,2046
74,2011-03-15,Musim Semi,2011,Maret,Selasa,Tidak,Ya,Kabut/Berawan,13.013031,15.908900000000001,Nyaman,65.5652,Lembap,12.348703,Sepoi Sepoi,289,1767,2056
75,2011-03-16,Musim Semi,2011,Maret,Rabu,Tidak,Ya,Kabut/Berawan,14.973897000000001,18.3465,Nyaman,77.65220000000001,Sangat Lembap,13.608839,Sepoi Sepoi,321,1871,2192
76,2011-03-17,Musim Semi,2011,Maret,Kamis,Tidak,Ya,Cerah/Berawan,17.015,20.51665,Nyaman,60.291700000000006,Lembap,14.041792999999998,Sepoi Sepoi,424,2320,2744
77,2011-03-18,Musim Semi,2011,Maret,Jumat,Tidak,Ya,Cerah/Berawan,22.14,26.35045,Hangat,52.5217,Nyaman,15.478139,Sepoi Sepoi,884,2355,3239
78,2011-03-19,Musim Semi,2011,Maret,Sabtu,Tidak,Tidak,Cerah/Berawan,19.3725,23.32625,Nyaman,37.9167,Kering,24.667189,Sedang,1424,1693,3117
79,2011-03-20,Musim Semi,2011,Maret,Minggu,Tidak,Tidak,Cerah/Berawan,13.6325,16.287499999999998,Nyaman,47.375,Nyaman,13.917307,Sepoi Sepoi,1047,1424,2471
80,2011-03-21,Musim Semi,2011,Maret,Senin,Tidak,Ya,Kabut/Berawan,17.647835,20.48675,Nyaman,73.73910000000001,Lembap,19.348461,Sepoi Sepoi,401,1676,2077
81,2011-03-22,Musim Semi,2011,Maret,Selasa,Tidak,Ya,Cerah/Berawan,18.108347,22.0321,Nyaman,62.4583,Lembap,15.125250000000001,Sepoi Sepoi,460,2243,2703
82,2011-03-23,Musim Semi,2011,Maret,Rabu,Tidak,Ya,Kabut/Berawan,14.225237,16.89695,Nyaman,83.9565,Sangat Lembap,15.695487,Sepoi Sepoi,203,1918,2121
83,2011-03-24,Musim Semi,2011,Maret,Kamis,Tidak,Ya,Kabut/Berawan,11.684999999999999,13.541649999999999,Dingin,80.58330000000001,Sangat Lembap,16.333729,Sepoi Sepoi,166,1699,1865
84,2011-03-25,Musim Semi,2011,Maret,Jumat,Tidak,Ya,Cerah/Berawan,10.830846999999999,12.8156,Dingin,49.5,Nyaman,15.458575000000002,Sepoi Sepoi,300,1910,2210
85,2011-03-26,Musim Semi,2011,Maret,Sabtu,Tidak,Tidak,Cerah/Berawan,10.899153,12.87855,Dingin,39.4167,Kering,14.041257,Sepoi Sepoi,981,1515,2496
86,2011-03-27,Musim Semi,2011,Maret,Minggu,Tidak,Tidak,Kabut/Berawan,10.374763000000002,12.51695,Dingin,49.3913,Nyaman,12.348099999999999,Sepoi Sepoi,472,1221,1693
87,2011-03-28,Musim Semi,2011,Maret,Senin,Tidak,Ya,Cerah/Berawan,10.838268000000001,12.878700000000002,Dingin,30.2174,Kering,14.217668,Sepoi Sepoi,222,1806,2028
88,2011-03-29,Musim Semi,2011,Maret,Selasa,Tidak,Ya,Cerah/Berawan,12.4025,14.6454,Dingin,31.4167,Kering,15.208732,Sepoi Sepoi,317,2108,2425
89,2011-03-30,Musim Semi,2011,Maret,Rabu,Tidak,Ya,Kabut/Berawan,12.299999999999999,14.8675,Dingin,64.6667,Lembap,11.583495999999998,Sepoi Sepoi,168,1368,1536
90,2011-03-31,Musim Semi,2011,Maret,Kamis,Tidak,Ya,Hujan/Salju Ringan,11.001653,12.87875,Dingin,91.8333,Ekstrem Lembap,14.582282000000001,Sepoi Sepoi,179,1506,1685
91,2011-04-01,Musim Semi,2011,April,Jumat,Tidak,Ya,Kabut/Berawan,12.299999999999999,14.172699999999999,Dingin,68.625,Lembap,17.333436,Sepoi Sepoi,307,1920,2227
92,2011-04-02,Musim Semi,2011,April,Sabtu,Tidak,Tidak,Kabut/Berawan,12.915000000000001,15.78185,Nyaman,65.375,Lembap,13.208782,Sepoi Sepoi,898,1354,2252
93,2011-04-03,Musim Semi,2011,April,Minggu,Tidak,Tidak,Cerah/Berawan,15.511652999999999,18.93835,Nyaman,48.0,Nyaman,12.208271000000002,Sepoi Sepoi,1651,1598,3249
94,2011-04-04,Musim Semi,2011,April,Senin,Tidak,Ya,Cerah/Berawan,23.506653,27.14645,Hangat,42.625,Nyaman,25.833257,Sedang,734,2381,3115
95,2011-04-05,Musim Semi,2011,April,Selasa,Tidak,Ya,Kabut/Berawan,16.980847,19.9175,Nyaman,64.2083,Lembap,26.000488999999998,Sedang,167,1628,1795
96,2011-04-06,Musim Semi,2011,April,Rabu,Tidak,Ya,Cerah/Berawan,16.024153,19.3804,Nyaman,47.0833,Nyaman,17.625221,Sepoi Sepoi,413,2395,2808
97,2011-04-07,Musim Semi,2011,April,Kamis,Tidak,Ya,Cerah/Berawan,17.9375,21.684800000000003,Nyaman,60.291700000000006,Lembap,10.874904,Sepoi Sepoi,571,2570,3141
98,2011-04-08,Musim Semi,2011,April,Jumat,Tidak,Ya,Kabut/Berawan,13.769153,16.223950000000002,Nyaman,83.625,Sangat Lembap,15.208464,Sepoi Sepoi,172,1299,1471
99,2011-04-09,Musim Semi,2011,April,Sabtu,Tidak,Tidak,Kabut/Berawan,14.0425,17.07645,Nyaman,87.75,Ekstrem Lembap,8.916561,Tenang,879,1576,2455
100,2011-04-10,Musim Semi,2011,April,Minggu,Tidak,Tidak,Kabut/Berawan,17.493347,21.33685,Nyaman,85.75,Ekstrem Lembap,9.833389,Tenang,1188,1707,2895
101,2011-04-11,Musim Semi,2011,April,Senin,Tidak,Ya,Kabut/Berawan,24.421732,28.260849999999998,Hangat,71.6956,Lembap,21.739758,Sedang,855,2493,3348
102,2011-04-12,Musim Semi,2011,April,Selasa,Tidak,Ya,Kabut/Berawan,20.6025,24.6527,Nyaman,73.9167,Lembap,18.416892999999998,Sepoi Sepoi,257,1777,2034
103,2011-04-13,Musim Semi,2011,April,Rabu,Tidak,Ya,Kabut/Berawan,16.912499999999998,20.864150000000002,Nyaman,81.91669999999999,Sangat Lembap,16.791338999999997,Sepoi Sepoi,209,1953,2162
104,2011-04-14,Musim Semi,2011,April,Kamis,Tidak,Ya,Cerah/Berawan,19.1675,23.1371,Nyaman,54.041700000000006,Nyaman,7.4169,Tenang,529,2738,3267
105,2011-04-15,Musim Semi,2011,April,Jumat,Ya,Tidak,Cerah/Berawan,18.313347,22.09565,Nyaman,67.125,Lembap,15.167124999999999,Sepoi Sepoi,642,2484,3126
106,2011-04-16,Musim Semi,2011,April,Sabtu,Tidak,Tidak,Hujan/Salju Ringan,17.664153000000002,21.2746,Nyaman,88.83330000000001,Ekstrem Lembap,22.834136,Sedang,121,674,795
107,2011-04-17,Musim Semi,2011,April,Minggu,Tidak,Tidak,Cerah/Berawan,18.723347,22.2848,Nyaman,47.9583,Nyaman,20.334232,Sedang,1558,2186,3744
108,2011-04-18,Musim Semi,2011,April,Senin,Tidak,Ya,Cerah/Berawan,21.0125,25.1573,Hangat,54.25,Nyaman,10.958988999999999,Sepoi Sepoi,669,2760,3429
109,2011-04-19,Musim Semi,2011,April,Selasa,Tidak,Ya,Kabut/Berawan,20.739152999999998,24.4629,Nyaman,66.5833,Lembap,10.584057,Sepoi Sepoi,409,2795,3204
110,2011-04-20,Musim Semi,2011,April,Rabu,Tidak,Ya,Cerah/Berawan,24.395,28.2196,Hangat,61.4167,Lembap,16.208975,Sepoi Sepoi,613,3331,3944
111,2011-04-21,Musim Semi,2011,April,Kamis,Tidak,Ya,Cerah/Berawan,18.825847,22.6946,Nyaman,40.708299999999994,Nyaman,21.792286,Sedang,745,3444,4189
112,2011-04-22,Musim Semi,2011,April,Jumat,Tidak,Ya,Kabut/Berawan,13.803347,16.0977,Nyaman,72.9583,Lembap,14.707906999999999,Sepoi Sepoi,177,1506,1683
113,2011-04-23,Musim Semi,2011,April,Sabtu,Tidak,Tidak,Kabut/Berawan,18.86,22.50605,Nyaman,88.79169999999999,Ekstrem Lembap,15.458575000000002,Sepoi Sepoi,1462,2574,4036
114,2011-04-24,Musim Semi,2011,April,Minggu,Tidak,Tidak,Kabut/Berawan,23.848347,27.58815,Hangat,81.08330000000001,Sangat Lembap,12.875725000000001,Sepoi Sepoi,1710,2481,4191
115,2011-04-25,Musim Semi,2011,April,Senin,Tidak,Ya,Cerah/Berawan,24.873347,28.725,Hangat,77.6667,Sangat Lembap,12.417311,Sepoi Sepoi,773,3300,4073
116,2011-04-26,Musim Semi,2011,April,Selasa,Tidak,Ya,Cerah/Berawan,25.898346999999998,29.704150000000002,Hangat,72.9167,Lembap,21.875500000000002,Sedang,678,3722,4400
117,2011-04-27,Musim Semi,2011,April,Rabu,Tidak,Ya,Kabut/Berawan,25.419999999999998,28.7571,Hangat,83.54169999999999,Sangat Lembap,20.917399999999997,Sedang,547,3325,3872
118,2011-04-28,Musim Semi,2011,April,Kamis,Tidak,Ya,Kabut/Berawan,25.317500000000003,28.946450000000002,Hangat,70.08330000000001,Lembap,21.500836000000003,Sedang,569,3489,4058
119,2011-04-29,Musim Semi,2011,April,Jumat,Tidak,Ya,Cerah/Berawan,20.91,24.87315,Nyaman,45.7083,Nyaman,16.084221,Sepoi Sepoi,878,3717,4595
120,2011-04-30,Musim Semi,2011,April,Sabtu,Tidak,Tidak,Cerah/Berawan,19.3725,23.201050000000002,Nyaman,50.3333,Nyaman,15.750025,Sepoi Sepoi,1965,3347,5312
121,2011-05-01,Musim Semi,2011,Mei,Minggu,Tidak,Tidak,Kabut/Berawan,18.518347,22.4102,Nyaman,76.2083,Sangat Lembap,7.125718,Tenang,1138,2213,3351
122,2011-05-02,Musim Semi,2011,Mei,Senin,Tidak,Ya,Kabut/Berawan,22.515846999999997,26.64165,Hangat,73.0,Lembap,12.291418,Sepoi Sepoi,847,3554,4401
123,2011-05-03,Musim Semi,2011,Mei,Selasa,Tidak,Ya,Kabut/Berawan,25.283347,29.10395,Hangat,69.7083,Lembap,22.958689,Sedang,603,3848,4451
124,2011-05-04,Musim Semi,2011,Mei,Rabu,Tidak,Ya,Kabut/Berawan,16.980847,20.2325,Nyaman,73.70830000000001,Lembap,22.042732,Sedang,255,2378,2633
125,2011-05-05,Musim Semi,2011,Mei,Kamis,Tidak,Ya,Cerah/Berawan,18.825847,22.09585,Nyaman,44.4167,Nyaman,19.791263999999998,Sepoi Sepoi,614,3819,4433
126,2011-05-06,Musim Semi,2011,Mei,Jumat,Tidak,Ya,Cerah/Berawan,19.645847,23.70585,Nyaman,59.0,Nyaman,15.292482,Sepoi Sepoi,894,3714,4608
127,2011-05-07,Musim Semi,2011,Mei,Sabtu,Tidak,Tidak,Cerah/Berawan,21.32,25.63105,Hangat,54.125,Nyaman,10.750150000000001,Sepoi Sepoi,1612,3102,4714
128,2011-05-08,Musim Semi,2011,Mei,Minggu,Tidak,Tidak,Cerah/Berawan,21.661653,25.946649999999998,Hangat,63.1667,Lembap,5.0007125,Tenang,1401,2932,4333
129,2011-05-09,Musim Semi,2011,Mei,Senin,Tidak,Ya,Cerah/Berawan,21.8325,26.2623,Hangat,58.875,Nyaman,11.792,Sepoi Sepoi,664,3698,4362
130,2011-05-10,Musim Semi,2011,Mei,Selasa,Tidak,Ya,Cerah/Berawan,21.8325,26.13605,Hangat,48.9167,Nyaman,7.749956999999999,Tenang,694,4109,4803
131,2011-05-11,Musim Semi,2011,Mei,Rabu,Tidak,Ya,Cerah/Berawan,22.2425,26.419999999999998,Hangat,63.29169999999999,Lembap,8.083014,Tenang,550,3632,4182
132,2011-05-12,Musim Semi,2011,Mei,Kamis,Tidak,Ya,Cerah/Berawan,21.935000000000002,26.16815,Hangat,74.75,Lembap,12.707689,Sepoi Sepoi,695,4169,4864
133,2011-05-13,Musim Semi,2011,Mei,Jumat,Tidak,Ya,Kabut/Berawan,21.0125,24.715,Nyaman,86.33330000000001,Ekstrem Lembap,12.041575,Sepoi Sepoi,692,3413,4105
134,2011-05-14,Musim Semi,2011,Mei,Sabtu,Tidak,Tidak,Kabut/Berawan,21.354153,25.03145,Hangat,92.25,Ekstrem Lembap,9.041649999999999,Tenang,902,2507,3409
135,2011-05-15,Musim Semi,2011,Mei,Minggu,Tidak,Tidak,Kabut/Berawan,23.0625,26.8,Hangat,86.70830000000001,Ekstrem Lembap,10.249593,Sepoi Sepoi,1582,2971,4553
136,2011-05-16,Musim Semi,2011,Mei,Senin,Tidak,Ya,Cerah/Berawan,23.677500000000002,27.5256,Hangat,78.79169999999999,Sangat Lembap,8.500357000000001,Tenang,773,3185,3958
137,2011-05-17,Musim Semi,2011,Mei,Selasa,Tidak,Ya,Kabut/Berawan,23.028347,26.926450000000003,Hangat,83.7917,Sangat Lembap,18.582718,Sepoi Sepoi,678,3445,4123
138,2011-05-18,Musim Semi,2011,Mei,Rabu,Tidak,Ya,Kabut/Berawan,22.55,26.3579,Hangat,87.0,Ekstrem Lembap,13.499964,Sepoi Sepoi,536,3319,3855
